Found, Query_ID           , RA_input   , DEC_input   , MAIN_ID                , RA           , DEC          , RA_PREC, DEC_PREC, COO_ERR_MAJA, COO_ERR_MINA, COO_ERR_ANGLE, COO_QUAL, COO_WAVELENGTH, COO_BIBCODE        , FLUX_U, FLUX_B, FLUX_V, FLUX_R, FLUX_I, FLUX_J, FLUX_H, FLUX_K, OTYPE    , SP_TYPE, RA_2         , DEC_2        , PMRA  , PMDEC , PLX_VALUE, RV_VALUE   , SCRIPT_NUMBER_ID
True , [CSF2018] 11-1-3513, 00:59:48.19, -33:46:50.01, SCMS 1385              , 00 59 48.2038, -33 46 50.045,      14,       14,       0.2153,       0.111 ,            90, A       , O             , 2020yCat.1350....0G,       , 20.57 , 19.89 ,       ,       ,       ,       ,       , ChemPec* ,        , 00 59 48.2038, -33 46 50.045, 0.359 , -0.263,    0.445 ,            ,                1
True , [CSF2018] 11-1-3646, 00:59:46.67, -33:47:19.71, [CSF2018] 11-1-3646    , 00 59 46.6845, -33 47 19.787,      14,       14,       0.2004,       0.1077,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.576,       , 18.566, 18.08 , 17.43 , 17.33 , RGB*     ,        , 00 59 46.6845, -33 47 19.787, 0.155 , 0.02  ,    0.3438,            ,                1
True , [CSF2018] 11-1-3738, 00:59:45.30, -33:43:53.83, 2MASS J00594529-3343540, 00 59 45.3196, -33 43 53.844,      14,       14,       0.0677,       0.0353,            90, A       , O             , 2020yCat.1350....0G,       , 19.01 , 17.913,       , 16.689, 16.0  , 15.51 , 15.29 , RGB*     ,        , 00 59 45.3196, -33 43 53.844, 0.108 , -0.033,    0.05  , 119.79     ,                1
True , [CSF2018] 11-1-3743, 00:59:45.37, -33:45:34.19, [CSF2018] 11-1-3743    , 00 59 45.3876, -33 45 34.254,      14,       14,       0.1657,       0.092 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.5  ,       , 18.41 , 17.89 , 17.37 , 17.29 , ChemPec* ,        , 00 59 45.3876, -33 45 34.254, 0.222 , -0.3  ,    0.3545, 117.5      ,                1
True , [CSF2018] 11-1-4121, 00:59:41.05, -33:45:25.28, 2MASS J00594106-3345252, 00 59 41.0618, -33 45 25.305,      14,       14,       0.0835,       0.0471,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       , 17.36 , 16.43 , 15.748, 15.73 , ChemPec* , CEMP-s , 00 59 41.0618, -33 45 25.305, 0.159 , -0.141,          ,            ,                1
True , [CSF2018] 11-1-4122, 00:59:41.24, -33:48:03.56, [CSF2018] 11-1-4122    , 00 59 41.2570, -33 48 03.603,      14,       14,       0.0519,       0.029 ,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 15.64 , 15.1  , 14.96 , ChemPec* ,        , 00 59 41.2570, -33 48 03.603, 0.142 , -0.212,          ,            ,                1
True , [CSF2018] 11-1-4277, 00:59:38.42, -33:40:11.57, [CSF2018] 11-1-4277    , 00 59 38.4318, -33 40 11.530,      14,       14,       0.1865,       0.0865,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.31 ,       , 18.26 , 17.69 , 17.28 , 17.09 , ChemPec* ,        , 00 59 38.4318, -33 40 11.530, 0.653 , -0.284,    0.2847, 108.0      ,                1
True , [CSF2018] 11-1-4296, 00:59:38.75, -33:46:14.58, [CSF2018] 11-1-4296    , 00 59 38.7626, -33 46 14.631,      14,       14,       0.1379,       0.0738,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.16 ,       , 18.04 , 17.43 , 16.91 , 16.85 , ChemPec* ,        , 00 59 38.7626, -33 46 14.631, 0.183 , -0.127,    0.0608, 141.0      ,                1
True , [CSF2018] 11-1-4422, 00:59:36.61, -33:40:38.51, [CSF2018] 11-1-4422    , 00 59 36.6225, -33 40 38.452,      14,       14,       0.1081,       0.0555,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 17.04 , 16.56 , 16.5  , ChemPec* ,        , 00 59 36.6225, -33 40 38.452, -0.121, -0.118,    0.0091,            ,                1
True , [CSF2018] 11-1-4673, 00:59:33.63, -33:49:10.10, 2MASS J00593363-3349101, 00 59 33.6492, -33 49 10.146,      14,       14,       0.0754,       0.042 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.26 ,       , 17.03 , 16.4  , 15.83 , 15.66 , ChemPec* ,        , 00 59 33.6492, -33 49 10.146, 0.314 , -0.295,          , 124.5      ,                1
True , [CSF2018] 11-1-4824, 00:59:30.49, -33:39:04.16, 2MASS J00593048-3339041, 00 59 30.4985, -33 39 04.087,      14,       14,       0.0762,       0.0398,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.981,       , 16.967, 15.98 , 15.48 , 15.26 , RGB*     ,        , 00 59 30.4985, -33 39 04.087, 0.187 , -0.215,    0.055 , 131.927002 ,                1
True , [CSF2018] 11-1-5047, 00:59:26.68, -33:40:22.43, [CSF2018] 11-1-5047    , 00 59 26.6881, -33 40 22.379,      14,       14,       0.1425,       0.0763,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.22 ,       , 18.08 , 17.42 , 16.99 , 16.82 , ChemPec* ,        , 00 59 26.6881, -33 40 22.379, -0.211, -0.009,          , 115.7      ,                1
True , [CSF2018] 11-1-5437, 00:59:19.87, -33:38:56.77, [CSF2018] 11-1-5437    , 00 59 19.8857, -33 38 56.711,      14,       14,       0.1625,       0.0852,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 17.45 , 16.9  , 16.84 , ChemPec* , CEMP-s , 00 59 19.8857, -33 38 56.711, -0.394, 0.118 ,          ,            ,                1
True , [CSF2018] 11-1-6192, 00:59:06.14, -33:44:11.39, [CSF2018] 11-1-6192    , 00 59 06.1391, -33 44 11.404,      14,       14,       0.1205,       0.0794,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.11 ,       , 17.93 , 17.26 , 16.72 , 16.76 , ChemPec* ,        , 00 59 06.1391, -33 44 11.404, 0.316 , -0.252,    0.2343, 111.5      ,                1
True , [CSF2018] 11-1-6267, 00:59:04.05, -33:40:31.48, 2MASS J00590406-3340317, 00 59 04.0540, -33 40 31.507,      14,       14,       0.0816,       0.0458,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.17 ,       , 16.91 , 16.18 , 15.46 , 15.52 , ChemPec* ,        , 00 59 04.0540, -33 40 31.507, -0.127, -0.074,          , 309.200012 ,                1
True , [CSF2018] 11-1-6440, 00:59:00.13, -33:38:50.96, [V78] 251              , 00 59 00.1403, -33 38 51.000,      14,       14,       0.118 ,       0.0677,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.86 ,       , 17.66 , 16.81 , 16.07 , 15.93 , ChemPec* , CEMP-s , 00 59 00.1403, -33 38 51.000, 0.13  , -0.165,    0.1248, 123.3      ,                1
True , [CSF2018] 11-1-6443, 00:59:00.28, -33:43:14.64, 2MASS J00590028-3343147, 00 59 00.2797, -33 43 14.676,      14,       14,       0.0678,       0.042 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.1  ,       , 16.83 , 15.99 , 15.3  , 15.43 , ChemPec* ,        , 00 59 00.2797, -33 43 14.676, 0.113 , -0.212,    0.0115, 642.794006 ,                1
True , [CSF2018] 11-1-6533, 00:58:57.88, -33:41:50.34, 2MASS J00585788-3341504, 00 58 57.8816, -33 41 50.396,      14,       14,       0.146 ,       0.0816,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.03 ,       , 17.87 , 16.73 , 16.75 , 16.62 , ChemPec* ,        , 00 58 57.8816, -33 41 50.396, 0.227 , -0.132,          , 121.6      ,                1
True , [CSF2018] 11-2-425 , 00:59:50.64, -33:58:07.10, [CSF2018] 11-2-425     , 00 59 50.6608, -33 58 07.160,      14,       14,       0.1215,       0.067 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.09 ,       , 17.99 ,       ,       ,       , ChemPec* ,        , 00 59 50.6608, -33 58 07.160, 0.012 , -0.107,          , 106.2      ,                1
True , [CSF2018] 11-2-661 , 00:59:25.63, -33:58:21.42, 2MASS J00592563-3358214, 00 59 25.6403, -33 58 21.502,      14,       14,       0.0605,       0.0346,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 15.81 , 15.417, 15.392, ChemPec* ,        , 00 59 25.6403, -33 58 21.502, -0.007, -0.211,    0.0699, -415.540009,                1
True , [CSF2018] 11-2-956 , 00:58:39.65, -33:55:34.76, 2MASS J00583966-3355347, 00 58 39.6638, -33 55 34.764,      14,       14,       0.052 ,       0.0307,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 15.321, 14.769, 14.565, ChemPec* ,        , 00 58 39.6638, -33 55 34.764, 0.145 , -0.219,    0.048 , 119.332001 ,                1
True , [CSF2018] 6-5-1035 , 01:00:19.33, -33:37:11.74, 2MASS J01001936-3337116, 01 00 19.3444, -33 37 11.804,      14,       14,       0.0948,       0.0444,            90, A       , O             , 2020yCat.1350....0G,       , 19.19 , 18.231,       , 17.183, 16.31 , 15.81 , 15.76 , RGB*     ,        , 01 00 19.3444, -33 37 11.804, 0.173 , -0.169,    0.1492, 115.9      ,                1
True , [CSF2018] 6-5-1598 , 00:59:59.09, -33:36:44.90, 2MASS J00595910-3336449, 00 59 59.1011, -33 36 44.930,      14,       14,       0.0713,       0.0363,            90, A       , O             , 2020yCat.1350....0G,       , 18.92 , 17.76 ,       , 16.644, 15.97 , 15.29 , 15.22 , RGB*     ,        , 00 59 59.1011, -33 36 44.930, 0.123 , -0.218,          , 97.7       ,                1
True , [CSF2018] 6-5-163  , 01:01:19.89, -33:35:57.44, [CSF2018] 6-5-163      , 01 01 19.9105, -33 35 57.595,      14,       14,       0.3261,       0.1338,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       ,       ,       ,       , ChemPec* ,        , 01 01 19.9105, -33 35 57.595, 0.331 , 0.229 ,    0.3242,            ,                1
True , [CSF2018] 6-5-239  , 01:01:10.27, -33:38:37.81, 2MASS J01011027-3338379, 01 01 10.2879, -33 38 37.930,      14,       14,       0.0775,       0.0361,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.95 ,       , 16.7  , 16.17 , 15.33 , 15.05 , ChemPec* ,        , 01 01 10.2879, -33 38 37.930, 0.086 , -0.01 ,          , 110.0      ,                1
True , [CSF2018] 6-5-420  , 01:00:51.64, -33:36:56.74, [CSF2018] 6-5-420      , 01 00 51.6553, -33 36 56.837,      14,       14,       0.0788,       0.0303,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.578,       , 16.636, 15.84 , 15.32 , 15.19 , RGB*     ,        , 01 00 51.6553, -33 36 56.837, -0.788, -1.729,    0.5896, 63.94      ,                1
True , [CSF2018] 6-5-505  , 01:00:45.76, -33:38:34.83, [CSF2018] 6-5-505      , 01 00 45.7776, -33 38 34.910,      14,       14,       0.1281,       0.0579,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 16.98 , 16.45 , 16.34 , ChemPec* , CEMP-s , 01 00 45.7776, -33 38 34.910, -0.197, 0.078 ,    0.0501,            ,                1
True , [CSF2018] 6-5-678  , 01:00:34.10, -33:35:08.73, [CSF2018] 6-5-678      , 01 00 34.1111, -33 35 08.830,      14,       14,       0.2184,       0.0813,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.36 ,       , 18.19 , 17.61 , 17.16 , 17.0  , ChemPec* ,        , 01 00 34.1111, -33 35 08.830, 0.275 , -0.358,    0.2325, 124.2      ,                1
True , [CSF2018] 6-5-736  , 01:00:31.87, -33:38:00.22, 2MASS J01003185-3338000, 01 00 31.8779, -33 38 00.279,      14,       14,       0.0879,       0.04  ,            90, A       , O             , 2020yCat.1350....0G,       , 19.11 , 18.101,       , 17.007, 16.25 , 15.66 , 15.35 , RGB*     ,        , 01 00 31.8779, -33 38 00.279, 0.047 , -0.12 ,    0.133 , 124.9      ,                1
True , [CSF2018] 6-5-948  , 01:00:22.37, -33:38:07.79, SCMS  385              , 01 00 22.3775, -33 38 07.821,      14,       14,       0.1732,       0.0772,            90, A       , O             , 2020yCat.1350....0G,       , 19.98 , 19.203,       , 18.225,       ,       ,       , RGB*     ,        , 01 00 22.3775, -33 38 07.821, -0.206, -0.051,          , 115.0      ,                1
True , [CSF2018] 7-3-243  , 00:59:50.78, -33:31:47.06, 2MASS J00595077-3331472, 00 59 50.7907, -33 31 47.227,      14,       14,       0.0864,       0.0383,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.982,       , 16.871, 16.129, 15.292, 15.263, RGB*     ,        , 00 59 50.7907, -33 31 47.227, 0.147 , -0.349,    0.127 , 111.33     ,                1
True , [CSF2018] 7-4-1514 , 00:59:54.47, -33:37:53.50, 2MASS J00595448-3337533, 00 59 54.4771, -33 37 53.476,      14,       14,       0.0658,       0.0331,            90, A       , O             , 2020yCat.1350....0G,       , 18.76 , 17.77 ,       , 16.608, 15.8  , 15.53 , 15.04 , RGB*     ,        , 00 59 54.4771, -33 37 53.476, 0.182 , -0.175,    0.0323, 102.61     ,                1
True , [CSF2018] 7-4-2408 , 00:59:30.43, -33:36:05.23, 2MASS J00593045-3336050, 00 59 30.4429, -33 36 05.177,      14,       14,       0.073 ,       0.0373,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.947,       , 16.732, 15.84 , 15.6  , 15.09 , RGB*     ,        , 00 59 30.4429, -33 36 05.177, 0.18  , -0.134,          , 105.52     ,                1
True , [CSF2018] 7-4-2750 , 00:59:17.20, -33:38:06.68, [CSF2018] 7-4-2750     , 00 59 17.2043, -33 38 06.669,      14,       14,       0.12  ,       0.0643,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 16.98 , 16.42 , 16.42 , ChemPec* ,        , 00 59 17.2043, -33 38 06.669, 0.078 , 0.032 ,          ,            ,                1
True , [CSF2018] 7-4-3182 , 00:58:49.80, -33:37:19.10, [CSF2018] 7-4-3182     , 00 58 49.8145, -33 37 19.227,      14,       14,       0.1618,       0.094 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.31 ,       , 18.21 , 17.58 , 17.03 , 17.11 , ChemPec* ,        , 00 58 49.8145, -33 37 19.227, 0.094 , -0.078,    0.0122, 99.2       ,                1
True , [CSF2018] 7-4-3266 , 00:58:38.77, -33:35:02.28, 2MASS J00583880-3335025, 00 58 38.8071, -33 35 02.542,      14,       14,       0.0671,       0.0379,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.8  ,       , 16.5  , 15.614, 15.222, 15.044, ChemPec* ,        , 00 58 38.8071, -33 35 02.542, 0.168 , -0.236,    0.0839, 119.959999 ,                1
True , [CSF2018] 10-7-442 , 01:00:50.35, -33:52:15.67, [CSF2018] 10-7-442     , 01 00 50.3722, -33 52 15.715,      14,       14,       0.1797,       0.0932,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.6  ,       , 18.5  , 17.96 , 17.43 , 17.4  , ChemPec* ,        , 01 00 50.3722, -33 52 15.715, -0.158, 0.292 ,          , 105.7      ,                1
True , [CSF2018] 10-7-486 , 01:00:45.42, -33:52:14.68, [CDB2005] 10-7-486     , 01 00 45.4377, -33 52 14.724,      14,       14,       0.066 ,       0.0345,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.91 ,       , 16.65 ,       ,       ,       , ChemPec* , CEMP-s , 01 00 45.4377, -33 52 14.724, 0.102 , -0.183,    0.0381, 121.0      ,                1
True , [CSF2018] 10-7-790 , 01:00:12.64, -33:53:09.36, [CSF2018] 10-7-790     , 01 00 12.6498, -33 53 09.396,      14,       14,       0.0733,       0.0384,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.26 ,       , 17.03 , 16.33 , 15.75 , 15.64 , ChemPec* ,        , 01 00 12.6498, -33 53 09.396, -0.028, -0.187,    0.0439, 138.7      ,                1
True , [CSF2018] 10-7-923 , 01:00:01.12, -33:59:21.38, [V78] 551              , 01 00 01.1459, -33 59 21.358,      14,       14,       0.0941,       0.0508,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 16.97 , 16.36 , 15.73 , ChemPec* ,        , 01 00 01.1459, -33 59 21.358, 0.148 , 0.059 ,    0.1181, 119.4      ,                1
True , [CSF2018] 10-8-1226, 01:00:42.96, -33:47:06.35, GB07 Scl80             , 01 00 42.9699, -33 47 06.397,      14,       14,       0.0698,       0.0344,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.907,       , 17.003, 16.28 , 15.74 , 15.68 , RGB*     ,        , 01 00 42.9699, -33 47 06.397, 0.099 , -0.24 ,    0.1957, 109.84     ,                1
True , [CSF2018] 10-8-1566, 01:00:33.94, -33:40:08.24, 2MASS J01003395-3340082, 01 00 33.9476, -33 40 08.205,      14,       14,       0.0617,       0.0293,            90, A       , O             , 2020yCat.1350....0G,       , 18.44 , 17.411,       , 16.263, 15.46 , 14.91 , 14.97 , RGB*     ,        , 01 00 33.9476, -33 40 08.205, 0.312 , -0.057,    0.1414,            ,                1
True , [CSF2018] 10-8-2714, 01:00:14.74, -33:51:18.29, [CSF2018] 10-8-2714    , 01 00 14.7448, -33 51 18.197,      14,       14,       0.2264,       0.1132,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       ,       ,       ,       , ChemPec* ,        , 01 00 14.7448, -33 51 18.197, 0.066 , -0.182,    0.6824,            ,                1
True , [CSF2018] 10-8-3804, 00:59:58.91, -33:50:53.61, [CSF2018] 10-8-3804    , 00 59 58.9261, -33 50 53.523,      14,       14,       0.115 ,       0.0611,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 17.25 , 16.79 , 16.74 , ChemPec* , CEMP-s , 00 59 58.9261, -33 50 53.523, 0.095 , -0.127,    0.0887,            ,                1
True , [CSF2018] 10-8-3810, 00:59:58.64, -33:43:29.30, SCMS  610              , 00 59 58.6454, -33 43 29.121,      14,       14,       0.324 ,       0.1595,            90, A       , O             , 2020yCat.1350....0G,       , 19.64 , 19.21 ,       ,       ,       ,       ,       , ChemPec* ,        , 00 59 58.6454, -33 43 29.121, -0.703, -0.885,          ,            ,                1
True , [CSF2018] 10-8-3963, 00:59:56.17, -33:43:04.89, 2MASS J00595618-3343047, 00 59 56.1813, -33 43 04.898,      14,       14,       0.0993,       0.0521,            90, A       , O             , 2020yCat.1350....0G,       , 20.06 , 18.76 ,       ,       , 16.36 , 15.73 , 15.37 , ChemPec* , CEMP-s , 00 59 56.1813, -33 43 04.898, 0.154 , -0.089,    0.1684,            ,                1
True , [CSF2018] 11-1-3334, 00:59:49.62, -33:40:41.78, SCMS  280              , 00 59 49.6309, -33 40 41.759,      14,       14,       0.1539,       0.0682,            90, A       , O             , 2020yCat.1350....0G,       , 20.07 , 18.97 ,       , 17.87 , 17.06 , 16.54 , 16.52 , ChemPec* , CEMP-s , 00 59 49.6309, -33 40 41.759, 0.319 , -0.233,    0.2281, 102.6      ,                1
True , [CSF2018] 11-1-4121, 00:59:41.05, -33:45:25.28, 2MASS J00594106-3345252, 00 59 41.0618, -33 45 25.305,      14,       14,       0.0835,       0.0471,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       , 17.36 , 16.43 , 15.748, 15.73 , ChemPec* , CEMP-s , 00 59 41.0618, -33 45 25.305, 0.159 , -0.141,          ,            ,                1
True , [CSF2018] 11-1-4296, 00:59:38.75, -33:46:14.58, [CSF2018] 11-1-4296    , 00 59 38.7626, -33 46 14.631,      14,       14,       0.1379,       0.0738,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.16 ,       , 18.04 , 17.43 , 16.91 , 16.85 , ChemPec* ,        , 00 59 38.7626, -33 46 14.631, 0.183 , -0.127,    0.0608, 141.0      ,                1
True , [CSF2018] 11-1-4422, 00:59:36.61, -33:40:38.51, [CSF2018] 11-1-4422    , 00 59 36.6225, -33 40 38.452,      14,       14,       0.1081,       0.0555,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 17.04 , 16.56 , 16.5  , ChemPec* ,        , 00 59 36.6225, -33 40 38.452, -0.121, -0.118,    0.0091,            ,                1
True , [CSF2018] 11-1-4673, 00:59:33.64, -33:49:10.10, 2MASS J00593363-3349101, 00 59 33.6492, -33 49 10.146,      14,       14,       0.0754,       0.042 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.26 ,       , 17.03 , 16.4  , 15.83 , 15.66 , ChemPec* ,        , 00 59 33.6492, -33 49 10.146, 0.314 , -0.295,          , 124.5      ,                1
True , [CSF2018] 11-1-6015, 00:59:10.25, -33:45:53.36, [CSF2018] 11-1-6015    , 00 59 10.2553, -33 45 53.372,      14,       14,       0.137 ,       0.0875,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.29 ,       , 18.25 , 17.68 , 17.24 , 17.25 , ChemPec* ,        , 00 59 10.2553, -33 45 53.372, 0.132 , -0.112,    0.0549, 113.3      ,                1
True , [CSF2018] 11-1-6440, 00:59:00.13, -33:38:50.96, [V78] 251              , 00 59 00.1403, -33 38 51.000,      14,       14,       0.118 ,       0.0677,            90, A       , O             , 2020yCat.1350....0G,       ,       , 18.86 ,       , 17.66 , 16.81 , 16.07 , 15.93 , ChemPec* , CEMP-s , 00 59 00.1403, -33 38 51.000, 0.13  , -0.165,    0.1248, 123.3      ,                1
True , [CSF2018] 11-2-556 , 00:59:37.91, -33:55:26.68, [CSF2018] 11-2-556     , 00 59 37.9236, -33 55 26.676,      14,       14,       0.2098,       0.1159,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       ,       ,       ,       , ChemPec* ,        , 00 59 37.9236, -33 55 26.676, 0.098 , -0.432,    0.3743,            ,                1
True , [CSF2018] 11-2-661 , 00:59:25.63, -33:58:21.42, 2MASS J00592563-3358214, 00 59 25.6403, -33 58 21.502,      14,       14,       0.0605,       0.0346,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 15.81 , 15.417, 15.392, ChemPec* ,        , 00 59 25.6403, -33 58 21.502, -0.007, -0.211,    0.0699, -415.540009,                1
True , [CSF2018] 6-5-1035 , 01:00:19.33, -33:37:11.74, 2MASS J01001936-3337116, 01 00 19.3444, -33 37 11.804,      14,       14,       0.0948,       0.0444,            90, A       , O             , 2020yCat.1350....0G,       , 19.19 , 18.231,       , 17.183, 16.31 , 15.81 , 15.76 , RGB*     ,        , 01 00 19.3444, -33 37 11.804, 0.173 , -0.169,    0.1492, 115.9      ,                1
True , [CSF2018] 6-5-1598 , 00:59:59.09, -33:36:44.90, 2MASS J00595910-3336449, 00 59 59.1011, -33 36 44.930,      14,       14,       0.0713,       0.0363,            90, A       , O             , 2020yCat.1350....0G,       , 18.92 , 17.76 ,       , 16.644, 15.97 , 15.29 , 15.22 , RGB*     ,        , 00 59 59.1011, -33 36 44.930, 0.123 , -0.218,          , 97.7       ,                1
True , [CSF2018] 6-5-505  , 01:00:45.76, -33:38:34.83, [CSF2018] 6-5-505      , 01 00 45.7776, -33 38 34.910,      14,       14,       0.1281,       0.0579,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 16.98 , 16.45 , 16.34 , ChemPec* , CEMP-s , 01 00 45.7776, -33 38 34.910, -0.197, 0.078 ,    0.0501,            ,                1
True , [CSF2018] 6-6-402  , 01:00:00.39, -33:29:15.21, [CSF2018] 6-6-402      , 01 00 00.4077, -33 29 15.452,      14,       14,       0.2185,       0.0828,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       , 17.52 , 17.06 , 16.94 , ChemPec* ,        , 01 00 00.4077, -33 29 15.452, 0.275 , -0.156,          ,            ,                1
True , [CSF2018] 7-4-1992 , 00:59:42.30, -33:35:47.28, [CSF2018] 7-4-1992     , 00 59 42.3134, -33 35 47.252,      14,       14,       0.1969,       0.0986,            90, A       , O             , 2020yCat.1350....0G,       ,       , 19.52 ,       , 18.43 , 17.88 , 17.37 , 17.18 , ChemPec* ,        , 00 59 42.3134, -33 35 47.252, 0.288 , 0.034 ,          , 98.5       ,                1
True , [CSF2018] 7-4-2408 , 00:59:30.43, -33:36:05.23, 2MASS J00593045-3336050, 00 59 30.4429, -33 36 05.177,      14,       14,       0.073 ,       0.0373,            90, A       , O             , 2020yCat.1350....0G,       ,       , 17.947,       , 16.732, 15.84 , 15.6  , 15.09 , RGB*     ,        , 00 59 30.4429, -33 36 05.177, 0.18  , -0.134,          , 105.52     ,                1
True , [CSF2018] 7-4-3280 , 00:58:37.07, -33:34:08.10, [CSF2018] 7-4-3280     , 00 58 37.1129, -33 34 08.430,      14,       14,       0.1538,       0.0942,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,       ,       ,       ,       ,       , ChemPec* ,        , 00 58 37.1129, -33 34 08.430, 0.292 , -0.184,          ,            ,                1
True , BPS CS 29497-034   , 00:41:39.82, -26:18:54.46, SKB 2                  , 00 41 39.8197, -26 18 54.460,      14,       14,       0.0222,       0.0144,            90, A       , O             , 2020yCat.1350....0G,       , 13.338, 12.221, 11.704, 11.321, 10.571, 10.115,  9.996, ChemPec* , CEMP-s , 00 41 39.8197, -26 18 54.460, 18.859, -25.21,    0.3361, -42.97     ,                1
