CS 31082-0001       -9.99 0.00 0 -9.99 0.00 0  0.46 0.04 4 -9.99 0.00  0  0.17 0.10 1 0.44 0.01 23 -0.01 0.04  7  0.20 0.01 14  0.38 0.01 32 -9.99 0.00  0  0.37 0.01 1 -0.48 0.00 1  0.02 0.00 1  0.03 0.02  5 -9.99 0.00 0  0.15 0.07 1  0.45 0.05 5  0.62 0.10 1  1.23 0.05 4  1.04 0.05  6  1.24 0.06 4  1.29 0.05  8  1.42 0.05 1  1.22 0.10 1  1.65 0.07 2 -9.99 0.00 0
TYC 5861-1732-1     -9.99 0.00 0  0.50 0.04 2  0.42 0.04 3  0.52 0.00  1  0.34 0.10 1 0.31 0.01 24 -0.17 0.03  8  0.07 0.01 17  0.21 0.01 29 -9.99 0.00  0 -0.01 0.05 4 -9.99 0.00 0 -0.20 0.11 2 -0.11 0.01 12 -9.99 0.00 0  0.03 0.13 2 -0.41 0.08 2 -9.99 0.00 0  0.62 0.10 1 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
CS 22169-0035       -9.99 0.00 0 -9.99 0.00 0  0.28 0.04 2 -9.99 0.00  0  0.24 0.10 1 0.15 0.01 12 -0.45 0.05  5 -0.11 0.01  6 -0.20 0.02 18 -9.99 0.00  0 -9.99 0.00 0 -0.33 0.00 1  0.11 0.10 2  0.08 0.04  5 -9.99 0.00 0 -9.99 0.00 0 -0.50 0.02 2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
TYC 75-1185-1       -9.99 0.00 0 -9.99 0.00 0  0.30 0.04 2  0.85 0.01  2  0.30 0.10 1 0.35 0.01 16  0.02 0.05  7  0.27 0.02 15  0.27 0.01 30 -9.99 0.00  0  0.22 0.02 1 -0.29 0.02 2 -0.04 0.01 3  0.17 0.02  5 -9.99 0.00 0  0.10 0.10 1 -0.20 0.07 3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
TYC 5911-452-1      -9.99 0.00 0 -9.99 0.00 0  0.31 0.02 4  0.75 0.00  1  0.45 0.10 1 0.26 0.01 14  0.04 0.02  3  0.39 0.04  5  0.44 0.01 15 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0  0.09 0.00  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
TYC 5329-1927-1      0.44 0.05 1 -0.05 0.10 1  0.24 0.00 1  0.46 0.04  4  0.48 0.10 1 0.36 0.01 24 -0.06 0.02 12  0.18 0.01 26  0.19 0.01 31 -0.03 0.09  2  0.05 0.01 1 -0.35 0.03 4  0.05 0.03 3 -0.02 0.01 14 -9.99 0.00 0  0.17 0.08 2 -0.01 0.04 7  0.10 0.05 1  0.33 0.10 1  0.51 0.03  7  0.44 0.06 3  0.55 0.03 10  0.78 0.05 1  1.16 0.05 2  0.35 0.10 1 -9.99 0.00 0
TYC 6535-3183-1      0.56 0.09 2  0.14 0.05 3  0.52 0.00 1  0.35 0.04  6  0.46 0.10 1 0.40 0.01 22  0.06 0.02 11  0.21 0.01 20  0.28 0.01 27 -0.12 0.09  4  0.13 0.07 4 -0.39 0.02 6  0.03 0.00 1 -0.02 0.01 19 -0.93 0.05 2  0.11 0.05 2 -0.23 0.02 7  0.56 0.10 1 -0.07 0.06 2 -0.08 0.05  3  0.08 0.05 2  0.03 0.02  8  0.30 0.08 2 -9.99 0.00 0  0.69 0.05 1 -9.99 0.00 0
TYC 4924-33-1       -9.99 0.00 0 -9.99 0.00 0  0.47 0.02 4  0.40 0.06  2  0.55 0.10 1 0.34 0.01 26  0.07 0.02 12  0.05 0.01 22  0.20 0.01 31 -0.30 0.04  2  0.11 0.07 4 -0.58 0.02 4 -0.12 0.03 3 -0.04 0.01 16 -9.99 0.00 0  0.05 0.07 2 -0.31 0.06 4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
HE 1116-0634        -9.99 0.00 0 -0.39 0.08 2  0.64 0.01 2  0.47 0.00  1  0.57 0.10 1 0.23 0.02 10  0.26 0.03  7  0.45 0.01 13  0.50 0.01 27  0.39 0.00  1  0.68 0.03 1  0.32 0.00 1  0.25 0.03 3  0.17 0.09  2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
TYC 6088-1943-1     -9.99 0.00 0 -9.99 0.00 0  0.44 0.03 4  0.54 0.00  1  0.13 0.10 1 0.32 0.01 23 -0.02 0.03  7  0.14 0.01 16  0.30 0.01 36 -0.46 0.00  1  0.22 0.11 2 -0.61 0.01 2 -0.20 0.07 3 -0.08 0.02  8 -9.99 0.00 0  0.27 0.05 1 -0.46 0.05 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
BD-13 3442          -9.99 0.00 0  0.08 0.13 2  0.27 0.01 2 -9.99 0.00  0 -9.99 0.00 0 0.30 0.01  8  0.25 0.03  5 -9.99 0.00  0  0.57 0.01 11 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
BD-01 2582          -9.99 0.00 0  0.12 0.05 2  0.35 0.02 4  0.39 0.00  1  0.26 0.10 1 0.32 0.00 23  0.02 0.02  7  0.11 0.01 18  0.33 0.01 30 -9.99 0.00  0  0.45 0.07 2 -0.64 0.01 3  0.00 0.07 4 -0.12 0.01 10 -9.99 0.00 0  0.06 0.05 2  0.09 0.02 5  0.48 0.10 1  0.89 0.05 3  0.96 0.03  8  1.05 0.10 1  1.04 0.03  8 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
HE 1317-0407        -9.99 0.00 0 -9.99 0.00 0  0.46 0.06 3  0.64 0.00  1  0.31 0.10 1 0.30 0.01 20 -0.02 0.03  6  0.28 0.01 15  0.29 0.01 31 -0.07 0.00  1  0.04 0.01 1 -0.46 0.00 1  0.17 0.07 4 -0.02 0.01  7 -9.99 0.00 0  0.15 0.10 1 -0.14 0.04 3 -9.99 0.00 0  0.23 0.05 3  0.58 0.10  1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
HE 1320-1339        -9.99 0.00 0 -9.99 0.00 0  0.37 0.04 3  0.20 0.00  1 -9.99 0.00 0 0.38 0.01 20  0.14 0.02  8  0.29 0.01 15  0.23 0.01 34  0.01 0.00  1  0.31 0.01 2  0.00 0.21 2  0.57 0.21 2  0.06 0.02  5 -9.99 0.00 0  0.33 0.06 2 -0.50 0.06 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
HD 122563           -9.99 0.00 0 -9.99 0.00 0  0.48 0.02 5 -9.99 0.00  0  0.34 0.10 1 0.30 0.01 20  0.14 0.02  9  0.15 0.00 20  0.21 0.01 32 -0.17 0.01  2  0.13 0.06 2 -0.36 0.01 3  0.33 0.06 2  0.08 0.01 13 -9.99 0.00 0  0.15 0.05 2 -0.36 0.03 4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
TYC 4995-333-1      -9.99 0.00 0 -9.99 0.00 0  0.36 0.00 1  0.41 0.04  6  0.50 0.10 1 0.31 0.01 26 -0.06 0.01 13  0.05 0.01 21  0.21 0.01 33 -0.47 0.04  2  0.03 0.03 5 -0.46 0.03 4 -0.29 0.04 2 -0.10 0.01 13 -9.99 0.00 0  0.03 0.05 2 -0.26 0.02 8  0.05 0.10 1 -0.25 0.07 2 -0.18 0.05  3  0.15 0.10 1 -0.02 0.03  4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
HE 1523-0901        -9.99 0.00 0 -9.99 0.00 0  0.47 0.01 4 -9.99 0.00  0  0.39 0.10 1 0.26 0.01 15  0.27 0.04  9  0.25 0.01 16  0.32 0.01 28 -0.12 0.00  1  0.01 0.01 1 -0.32 0.03 2  0.41 0.35 2  0.09 0.02  8 -9.99 0.00 0  0.35 0.10 1  0.50 0.02 6  0.95 0.05 2  1.44 0.02 6  1.26 0.02  7  1.64 0.08 3  1.56 0.02 11  1.74 0.05 3  2.47 0.10 1  1.97 0.05 1 -9.99 0.00 0
TYC 6900-414-1      -9.99 0.00 0 -9.99 0.00 0  0.33 0.02 5  0.63 0.02  3  0.36 0.10 1 0.40 0.01 22 -0.10 0.02  9  0.14 0.01 22  0.29 0.01 34 -9.99 0.00  0  0.19 0.05 3 -0.54 0.01 2 -0.37 0.09 2  0.00 0.01 11 -9.99 0.00 0  0.09 0.10 1 -0.31 0.07 4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J203843.2-002333    -9.99 0.00 0 -9.99 0.00 0  0.37 0.02 3 -9.99 0.00  0  1.09 0.10 1 0.24 0.01 19 -0.07 0.04  8  0.21 0.02 15  0.26 0.01 24 -9.99 0.00  0  0.55 0.16 2 -0.33 0.00 1  0.27 0.19 3  0.05 0.02  8 -9.99 0.00 0  0.19 0.10 1  0.23 0.08 4  0.66 0.15 1  1.03 0.06 3  1.11 0.05  4  1.34 0.06 3  1.43 0.04  8  1.48 0.14 2 -9.99 0.00 0  0.45 0.10 1  1.69 0.20 1
BD-02 5957          -9.99 0.00 0 -9.99 0.00 0  0.67 0.01 2  1.15 0.00  1  0.35 0.10 1 0.43 0.01 17  0.13 0.03  7  0.36 0.01 17  0.39 0.01 36 -9.99 0.00  0 -9.99 0.00 0 -0.36 0.02 2  0.35 0.07 3  0.07 0.01  7 -9.99 0.00 0 -9.99 0.00 0  0.06 0.02 5  0.48 0.07 2  0.51 0.03 3  0.45 0.06  2  0.85 0.10 1  0.81 0.04  3  0.58 0.10 1  1.13 0.10 1 -9.99 0.00 0 -9.99 0.00 0
J000738.2-034551    -9.99 0.00 0  0.05 0.04 2  0.31 0.10 1  0.43 0.04  7  0.46 0.10 1 0.33 0.01 23  0.14 0.02 12  0.17 0.01 22  0.28 0.01 28  1.40 0.59  3  0.26 0.04 5 -0.41 0.04 4  0.02 0.04 3  0.00 0.01 14 -0.67 0.05 1  0.12 0.03 2 -0.17 0.02 7 -9.99 0.00 0  0.14 0.05 3  0.10 0.04  3  0.46 0.11 2  0.38 0.02  8  0.71 0.06 2  0.63 0.08 2  0.80 0.10 1 -9.99 0.00 0
J001236.5-181631    -9.99 0.00 0 -9.99 0.00 0  0.31 0.02 3 -9.99 0.00  0 -9.99 0.00 0 0.17 0.01 23 -0.30 0.02  9  0.19 0.01 14  0.14 0.01 27  1.83 0.63  3  0.08 0.04 4 -0.51 0.03 4 -0.09 0.03 4 -0.02 0.01  9 -9.99 0.00 0  0.23 0.13 2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J002244.9-172429    -9.99 0.00 0 -9.99 0.00 0  1.04 0.10 1  1.65 0.32  4 -9.99 0.00 0 0.35 0.04  6  0.43 0.08  5  0.46 0.04  4  0.45 0.06  7  2.08 0.01  1  1.36 0.06 1 -9.99 0.00 0  0.90 0.16 3  0.57 0.04  2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J003052.7-100704    -9.99 0.00 0 -9.99 0.00 0  0.24 0.05 2  1.15 0.12  3 -9.99 0.00 0 0.28 0.01 17 -0.10 0.05  9  0.26 0.01 17  0.24 0.02 11  1.45 0.10  4  0.45 0.10 5 -0.29 0.07 3  0.07 0.00 1  0.08 0.02  9 -9.99 0.00 0  0.48 0.05 1  0.15 0.05 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J005327.8-025317    -9.99 0.00 0 -0.03 0.02 2  0.48 0.10 1  0.38 0.03  7  0.56 0.10 1 0.43 0.01 23  0.12 0.02 12  0.28 0.01 17  0.32 0.01 27 -0.19 0.05  4  0.09 0.05 5 -0.43 0.03 5  0.07 0.01 2 -0.04 0.01 19 -0.95 0.05 1  0.08 0.02 2 -0.31 0.02 7  0.06 0.10 1 -0.20 0.15 2 -0.29 0.05  3  0.17 0.05 1  0.03 0.02  7  0.10 0.05 1  0.34 0.10 2  0.00 0.10 1  0.00 0.10 1
J005419.7-061155    -9.99 0.00 0 -9.99 0.00 0  0.52 0.10 1  0.81 0.08  3 -9.99 0.00 0 0.24 0.02 18 -0.14 0.05  7  0.16 0.02 17  0.11 0.02 22  0.77 0.00  1  0.10 0.10 4 -0.33 0.06 4 -9.99 0.00 0 -0.14 0.02 11 -9.99 0.00 0 -0.10 0.10 1 -0.25 0.07 2 -9.99 0.00 0 -9.99 0.00 0  0.68 0.14  2 -9.99 0.00 0  0.96 0.10  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J010727.4-052401    -9.99 0.00 0 -9.99 0.00 0  0.29 0.01 3 -9.99 0.00  0  0.33 0.10 1 0.20 0.01 20 -0.21 0.04  5  0.34 0.01 12  0.23 0.01 18 -9.99 0.00  0 -9.99 0.00 0 -0.46 0.07 2 -0.12 0.06 2  0.01 0.03  7 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J014519.5-280058    -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0  0.69 0.38  3  0.17 0.10 1 0.28 0.01 20 -0.05 0.03  9  0.28 0.01 14  0.29 0.02 21  2.55 0.00  1 -0.25 0.01 1 -0.37 0.15 2 -9.99 0.00 0  0.02 0.02  9 -9.99 0.00 0  0.40 0.00 1 -0.09 0.05 4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J015656.3-140211    -9.99 0.00 0 -9.99 0.00 0  0.37 0.10 1  0.52 0.05  7  0.60 0.10 1 0.29 0.01 23 -0.03 0.01 12  0.33 0.01 18  0.16 0.01 26 -0.30 0.26  3  0.15 0.06 5 -0.36 0.02 4 -9.99 0.00 0 -0.04 0.01 12 -0.73 0.05 1  0.10 0.07 2 -0.23 0.04 6 -9.99 0.00 0  0.33 0.07 2  0.27 0.04  4  0.62 0.07 2  0.32 0.04  7  0.75 0.10 1  0.82 0.09 2  0.80 0.10 1 -9.99 0.00 0
2MJ02134021-0005183 -9.99 0.00 0 -0.06 0.00 1  0.23 0.02 2  0.67 0.00  2  0.64 0.10 1 0.23 0.01 12  0.16 0.06  5  0.57 0.02  2  0.37 0.03 14 -9.99 0.00  0  0.26 0.02 1 -9.99 0.00 0  0.39 0.20 2  0.19 0.10  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J022741.1-051923    -9.99 0.00 0 -9.99 0.00 0  0.41 0.10 1  0.50 0.04  6  0.45 0.10 1 0.31 0.01 20  0.19 0.02 10  0.27 0.01 21  0.29 0.01 26  0.67 0.54  3  0.19 0.04 4 -0.40 0.07 2  0.22 0.06 2 -0.03 0.01 12 -0.95 0.05 1  0.21 0.07 2 -0.12 0.03 7  0.27 0.10 1  0.28 0.07 2  0.20 0.08  3  0.32 0.07 2  0.27 0.03  7 -9.99 0.00 0  0.72 0.10 1 -9.99 0.00 0 -9.99 0.00 0
J022938.7-130747    -9.99 0.00 0 -9.99 0.00 0  0.32 0.10 1  0.73 0.01  1  0.38 0.10 1 0.10 0.02  3 -0.08 0.02  3  0.54 0.04  3  0.07 0.04 11  2.04 0.30  4  0.67 0.21 2  0.40 0.01 1 -9.99 0.00 0 -0.02 0.10  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J023610.8-120256     1.05 0.00 1 -9.99 0.00 0  0.60 0.10 1  0.65 0.07  4 -9.99 0.00 0 0.31 0.01 20 -0.01 0.03 10  0.26 0.02 15  0.37 0.02 23  1.86 0.66  3  0.19 0.05 4 -0.85 0.00 1 -0.45 0.13 2 -0.13 0.05  7 -9.99 0.00 0 -0.10 0.10 1  0.04 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J024139.0-042735    -9.99 0.00 0 -9.99 0.00 0  0.51 0.05 2  0.48 0.04  4  0.29 0.10 1 0.41 0.01 18  0.13 0.01 11  0.29 0.01 19  0.29 0.01 30  1.39 0.45  4  0.14 0.04 4 -0.26 0.06 4  0.25 0.04 2 -0.02 0.01 11 -9.99 0.00 0  0.17 0.07 2 -0.27 0.03 7  0.22 0.10 1  0.06 0.13 2 -9.99 0.00  0 -9.99 0.00 0  0.31 0.09  2  0.34 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J024236.8-070746    -9.99 0.00 0 -0.45 0.07 2  0.09 0.04 2 -9.99 0.00  0 -9.99 0.00 0 0.18 0.02  6  0.33 0.09  5  0.52 0.10  1  0.36 0.03 14 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0  0.04 0.10  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J024325.9-324902    -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0  0.47 0.10 1 0.24 0.01 17  0.10 0.03  8  0.28 0.02 17  0.24 0.02 21  0.38 0.00  1  0.27 0.18 2 -0.40 0.03 2 -9.99 0.00 0  0.08 0.02 10 -9.99 0.00 0 -9.99 0.00 0 -0.08 0.08 3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
