Name
HD 361
HD 1461
HD 2071
HD 4915
HD 6204
HD 7134
HD 8406
HD 11505
HD 12264
HD 12387
HD 13724
HD 19467
HD 20619
HD 20766
HD 20782
HD 20807
HD 27063
HD 28471
HD 28821
HD 31527
HD 38277
HD 38858
HD 45184
HD 45289
HD 59711
HD 59967
HD 66428
HD 67458
HD 71334
HD 75302
HD 78429
HD 88084
HD 89454
HD 92719
HD 95521
HD 96116
HD 96423
HD 102117
HD 102365
HD 104982
HD 106116
HD 108309
HD 109271
HD 111031
HD 114853
HD 115674
HD 117105
HD 117207
HD 126525
HD 134606
HD 134664
HD 134987
HD 145927
HD 146233
HD 160691
HD 177409
HD 183658
HD 186408
HD 186427
HD 189567
HD 189625
HD 190647
HD 196390
HD 198075
HD 200633
HD 202628
HD 204313
HD 208704
HD 210918
HD 211415
HD 220507
HD 222582
