001 SDSS J0002+2928 SDSS J000219.87+292851.8 2803-54368-459 15.133 0.304 14.958 0.051 13.683
002 SDSS J0008-0529 SDSS J000812.54-052926.5 2624-54380-061 16.564 0.737 16.147 0.033 13.620
003 SDSS J0018-0939 SDSS J001820.51-093939.2 1912-53293-352 16.140 0.789 15.693 0.045 13.278
004 SDSS J0020-0040 SDSS J002015.45-004058.1 1121-52873-136 16.619 0.221 16.491 0.028 15.069
005 SDSS J0021-0050 SDSS J002113.78-005005.2 0390-51816-187 16.571 0.262 16.420 0.028 15.403
006 SDSS J0023-0003 SDSS J002356.26-000311.9 0688-52203-152 16.454 0.405 16.223 0.028 14.505
007 SDSS J0027+1404 SDSS J002749.46+140418.1 0753-52233-013 16.533 0.278 16.373 0.102 15.013
008 SDSS J0027-1909 SDSS J002756.76-190929.8 2848-54453-300 15.574 0.204 15.456 0.024 14.390
009 SDSS J0028-1015 SDSS J002857.42-101530.7 1912-53293-031 16.734 0.281 16.572 0.036 15.408
010 SDSS J0029-1910 SDSS J002910.72-191007.5 2848-54453-252 14.273 0.221 14.145 0.022 13.048
011 SDSS J0033-1859 SDSS J003305.15-185906.8 2848-54453-059 16.440 0.577 16.112 0.020 13.841
012 SDSS J0041-0953 SDSS J004150.22-095327.7 0656-52148-307 16.900 0.320 16.716 0.033 15.248
013 SDSS J0100+0049 SDSS J010026.69+004915.8 1083-52520-579 15.995 0.420 15.755 0.026 13.993
014 SDSS J0111+1442 SDSS J011150.32+144207.8 2804-54368-126 15.546 0.279 15.385 0.046 14.106
015 SDSS J0115+2637 SDSS J011501.57+263708.8 2040-53384-407 15.754 0.427 15.510 0.059 13.764
016 SDSS J0120-1001 SDSS J012032.63-100106.5 2849-54454-012 16.591 0.332 16.401 0.037 14.779
017 SDSS J0126+0607 SDSS J012617.95+060724.8 2314-53713-090 15.634 0.188 15.525 0.029 14.468
018 SDSS J0131-0908 SDSS J013152.01-090851.8 1914-53729-357 15.877 0.564 15.557 0.027 13.420
019 SDSS J0140+2344 SDSS J014036.22+234458.1 2044-53327-515 15.340 0.345 15.142 0.133 13.668
020 SDSS J0209+2120 SDSS J020912.03+212028.1 2046-53327-124 16.865 0.273 16.708 0.120 15.267
021 SDSS J0254+3328 SDSS J025453.33+332840.9 2378-53759-083 16.817 0.248 16.674 0.101 15.379
022 SDSS J0259+0057 SDSS J025956.45+005713.3 1513-53741-338 16.397 0.758 15.968 0.081 13.673
023 SDSS J0308+0505 SDSS J030839.27+050534.9 2335-53730-314 15.774 0.372 15.561 0.247 14.261
024 SDSS J0317+0023 SDSS J031745.82+002304.2 0711-52202-489 16.461 0.333 16.270 0.087 14.791
025 SDSS J0320+4143 SDSS J032044.05+414345.5 2397-53763-563 15.190 0.303 15.016 0.174 13.710
026 SDSS J0351+1026 SDSS J035111.27+102643.2 2679-54368-543 16.062 0.340 15.867 0.234 14.283
027 SDSS J0414+0552 SDSS J041438.25+055219.8 2805-54380-301 15.973 0.203 15.855 0.317 14.973
028 SDSS J0416+0713 SDSS J041618.03+071303.4 2805-54380-329 16.432 0.509 16.142 0.398 14.499
029 SDSS J0629+8303 SDSS J062947.45+830328.6 2540-54110-062 15.633 0.455 15.374 0.069 13.663
030 SDSS J0630+2552 SDSS J063055.58+255243.7 2696-54167-214 16.839 0.274 16.681 0.327 15.968
031 SDSS J0711+6702 SDSS J071105.43+670228.2 2337-53740-564 16.046 0.494 15.765 0.053 13.860
032 SDSS J0723+3637 SDSS J072352.21+363757.2 2941-54507-222 15.302 0.540 14.995 0.061 12.903
033 SDSS J0727+1609 SDSS J072725.15+160949.4 2713-54400-390 15.816 0.255 15.669 0.087 14.305
034 SDSS J0741+6708 SDSS J074104.22+670801.8 2939-54515-414 15.626 0.539 15.320 0.040 13.313
035 SDSS J0746+2831 SDSS J074641.34+283142.7 1059-52618-429 15.906 0.305 15.731 0.033 14.442
036 SDSS J0748+1758 SDSS J074859.89+175832.8 1921-53317-334 15.727 0.276 15.568 0.051 14.285
037 SDSS J0749+1801 SDSS J074945.24+180103.6 2054-53431-033 14.603 0.569 14.292 0.054 12.186
038 SDSS J0804+5153 SDSS J080428.21+515303.1 1870-53383-002 16.267 0.342 16.071 0.055 14.451
039 SDSS J0809+0907 SDSS J080917.06+090748.5 2419-54139-037 16.068 0.268 15.914 0.021 14.607
040 SDSS J0814+3337 SDSS J081458.68+333712.9 0825-52289-595 16.208 0.216 16.083 0.050 14.928
041 SDSS J0817+2641 SDSS J081754.93+264103.8 1266-52709-432 16.179 0.290 16.012 0.037 14.707
