Na I  5889.951  0.117 0.000   66.03
Na I  5895.924 -0.184 0.000   45.26
Mg I  3829.355 -0.208 2.707   92.04
Mg I  3832.304  0.270 2.710  113.44
Mg I  3838.292  0.490 2.715  125.23
Mg I  4571.096 -5.393 0.000    3.17
Mg I  4702.991 -0.380 4.330   12.65
Mg I  5172.684 -0.450 2.712   97.88
Mg I  5183.604 -0.239 2.717  111.01
Mg I  5528.405 -0.341 4.346   11.56
Al I  3961.529 -0.336 0.014   42.38
Si I  3905.522 -1.090 1.909   82.35
Si I  3905.522 -1.090 1.909   82.35
Si I  3905.522 -1.090 1.909   82.35
V II  3545.190 -0.390 1.100    1.76
V II  3592.030 -0.370 1.100    1.69
Ti I  3653.490  0.220 0.050    7.58
Ti I  3989.759 -0.140 0.021    3.49
Ti I  3998.636  0.000 0.048    5.24
Ti I  4533.249  0.530 0.848    2.97
Ti I  4534.776  0.340 0.836    1.90
Ti I  4981.731  0.560 0.848    3.31
Ti I  5007.210  0.168 0.818    2.28
Ti II 3148.050 -1.200 0.000   37.23
Ti II 3190.880  0.190 1.080   38.18
Ti II 3222.840 -0.480 0.010   66.56
Ti II 3229.200 -0.550 0.000   68.46
Ti II 3236.580  0.230 0.030   82.99
Ti II 3239.040  0.060 0.010   78.88
Ti II 3241.990 -0.050 0.000   75.44
Ti II 3261.620  0.080 1.230   33.28
Ti II 3278.290 -0.210 1.230   15.53
Ti II 3282.320 -0.290 1.220   12.46
Ti II 3287.660  0.340 1.890   15.09
Ti II 3302.110 -2.330 0.150    4.89
Ti II 3321.700 -0.320 1.230   14.52
Ti II 3322.940 -0.090 0.150   70.79
Ti II 3326.780 -1.180 0.110   34.93
Ti II 3329.450 -0.270 0.140   65.21
Ti II 3332.110 -0.150 1.240   45.49
Ti II 3335.200 -0.440 0.120   60.23
Ti II 3340.360 -0.610 0.110   57.25
Ti II 3343.760 -1.270 0.150   31.66
Ti II 3349.040  0.470 0.610   68.20
Ti II 3361.220  0.280 0.030   94.82
Ti II 3372.800  0.270 0.010   88.52
Ti II 3380.280 -0.570 0.050   63.88
Ti II 3383.770  0.140 0.000   86.13
Ti II 3387.850 -0.430 0.030   66.91
Ti II 3394.580 -0.540 0.010   63.60
Ti II 3456.390 -0.230 2.060    3.15
Ti II 3477.190 -0.970 0.120   44.47
Ti II 3489.740 -1.920 0.140    8.43
Ti II 3491.070 -1.060 0.110   39.03
Ti II 3573.730 -1.500 0.570    7.35
Ti II 3641.330 -0.710 1.240   11.77
Ti II 3685.190 -0.040 0.570   72.47
Ti II 3814.580 -1.700 0.570   11.79
Ti II 3900.551 -0.280 1.130   24.96
Ti II 3913.468 -0.410 1.120   21.83
Ti II 4012.390 -1.610 0.570    6.19
Ti II 4028.343 -0.990 1.892    2.34
Ti II 4053.834 -1.060 1.893    1.18
Ti II 4163.648 -0.210 2.590    1.43
Ti II 4173.537 -1.815 1.084    2.43
Ti II 4287.872 -1.820 1.080    1.64
Ti II 4290.219 -0.930 1.165    7.85
Ti II 4395.033 -0.460 1.084   20.93
Ti II 4399.772 -1.220 1.237    7.42
Ti II 4417.719 -1.190 1.165    4.17
Ti II 4443.794 -0.720 1.080   15.75
Ti II 4464.450 -1.810 1.161    1.58
Ti II 4468.507 -0.600 1.131   15.40
Ti II 4501.273 -0.770 1.116   13.24
Ti II 4533.969 -0.540 1.237   13.03
Ti II 4563.761 -0.690 1.221    9.44
Ti II 4571.968 -0.320 1.572   10.62
Ti II 4589.958 -1.620 1.237    1.49
Sc II 3353.720  0.250 0.310   20.00
Sc II 3535.710 -0.470 0.310    5.89
Sc II 3572.526  0.267 0.022   46.07
Sc II 3576.340  0.007 0.008   26.50
Sc II 3580.925 -0.149 0.000   21.27
Sc II 3590.470 -0.550 0.020    9.56
Sc II 3630.740  0.220 0.010   35.69
Sc II 3645.310 -0.420 0.020   13.53
Sc II 4246.837  0.240 0.315   29.66
Sc II 4320.732 -0.252 0.605    5.00
Sc II 4400.399 -0.540 0.605    3.39
Sc II 4415.563 -0.670 0.595    2.13
Cr I  3593.480  0.310 0.000   29.60
Cr I  4254.332 -0.114 0.000   21.27
Cr I  4274.796 -0.231 0.000   19.32
Cr I  4289.716 -0.361 0.000   16.35
Cr I  5206.038  0.019 0.941    5.97
