Sgr   432 17.700 1.013      4713 2.2 1.20
Sgr   628 18.228 1.040      4656 2.1 1.75
Sgr   635 18.186 1.074      4588 2.1 1.50
Sgr   656 18.217 1.008      4723 2.1 1.50
Sgr   709 18.260 1.034      4669 2.2 1.20
Sgr   716 18.282 1.012      4715 2.1 1.60
Sgr   717 18.282 1.007      4726 2.0 1.10
Sgr   772 18.392 1.070      4596 1.9 1.60
Sgr   867 18.465 1.031      4675 1.7 1.95
Sgr   879 18.516 1.073      4590 1.9 1.30
Sgr   894 18.507 1.067      4602 2.1 1.50
Sgr   927 18.580 1.079      4578 2.1 1.30
Ter7 1272 16.62        1.15 4421 1.2 1.45
Ter7 1282 16.08        1.30 4203 1.3 1.60
Ter7 1515 16.76        1.12 4468 2.0 1.45
Ter7 1665 15.04        1.50 3945 0.8 1.60
Ter7 1708 16.08        1.28 4231 1.2 1.7
