                     MKV0842 06 40 22.51 -50 59 01.9
CC10194                      06 40 30.82 -50 59 15.0
                     MKV0677 06 40 31.12 -50 55 24.5
                     MKV0628 06 40 35.37 -50 54 07.6
                     MKV0640 06 40 40.82 -50 54 29.2
                     MKV0914 06 40 42.49 -51 00 42.7
                     MKV0925 06 40 43.17 -51 01 06.6
        Car-7002             06 40 49.15 -51 00 32.9
                     MKV0812 06 40 51.62 -50 58 21.7
CC09869              MKV0825 06 40 56.95 -50 58 38.2
                     MKV0780 06 40 57.09 -50 57 44.3
                     MKV0976 06 40 57.68 -51 02 40.7
CC11388                      06 40 58.04 -51 02 00.0
CC07452 Car-612              06 40 58.47 -50 53 35.2
CC11560              MKV1009 06 40 59.29 -51 02 26.4
CC12038              MKV1012 06 41 00.31 -51 03 42.9
CC11217                      06 41 05.01 -51 01 35.8
                     MKV0596 06 41 05.35 -51 05 25.5
CC08447                      06 41 10.54 -50 55 52.8
CC09226              MKV0770 06 41 12.29 -50 57 25.8
        Car-524              06 41 14.68 -50 51 09.7
        Car-1087             06 41 15.45 -51 01 16.0
                     MKV0880 06 41 15.66 -50 59 47.9
CC10690              MKV0902 06 41 16.30 -51 00 18.5
CC10944                      06 41 16.75 -51 00 53.8
CC09179                      06 41 17.92 -50 57 20.3
CC09225 Car-769              06 41 19.69 -50 57 25.4
CC12039 Car-1013             06 41 21.97 -51 03 43.1
                     MKV0698 06 41 26.09 -50 55 43.7
CC10686              MKV0900 06 41 27.18 -51 00 18.2
CC10802                      06 41 27.53 -51 00 34.7
                     MKV0740 06 41 29.08 -50 56 46.5
                     MKV1061 06 41 29.15 -51 05 22.3
CC08695          M12         06 41 36.47 -50 56 23.2
                     MKV0948 06 41 37.65 -51 01 43.7
CC06122 Car-484              06 41 39.62 -50 49 58.8
CC07889              MKV0652 06 41 40.83 -50 54 45.7
                     MKV1007 06 41 44.63 -51 03 31.1
                     MKV0577 06 41 45.03 -50 52 49.0
                     MKV0743 06 41 45.91 -50 56 54.3
CC06486              MKV0514 06 41 45.99 -50 51 00.6
                 M10         06 41 46.34 -51 01 22.5
CC10414                      06 41 47.62 -50 59 44.0
                 M4          06 41 48.20 -50 55 01.4
CC08615                      06 41 49.58 -50 56 11.3
CC08788                      06 41 50.09 -50 56 35.0
CC09633 Car-5070             06 41 53.83 -50 58 10.9
CC09507                      06 41 54.07 -50 57 56.6
CC09000          M3          06 41 54.58 -50 57 00.6
CC09929                      06 41 54.83 -50 58 46.8
CC10318          M2          06 41 57.62 -50 59 32.5
                     MKV0458 06 41 58.19 -50 48 58.0
                     MKV0397 06 41 58.27 -50 46 41.4
CC10038              MKV0840 06 42 02.79 -50 58 59.2
CC09430                      06 42 05.37 -50 57 48.2
                     MKV0916 06 42 08.97 -51 00 48.0
CC06975                      06 42 10.84 -50 52 20.4
CC08469 Car-705              06 42 17.39 -50 55 55.0
                     MKV0729 06 42 17.45 -50 56 26.3
                     MKV0556 06 42 22.26 -50 52 09.5
                     MKV0733 06 42 30.38 -50 56 33.3
                     MKV0614 06 42 37.95 -50 53 37.6
                     MKV0708 06 42 38.52 -50 56 00.8
